cluster_id,rank,query,official_name,decision,conf,nli_entail_prob,sbert_score,bm25_score,ministry,recent_revision_date,evidence_article,cluster_keywords,cluster_rep_texts
22,2,"핵심 키워드: 공수처, 정동훈, 다녀왔다, 노상원, 수사하, 수사해야, 유출됐다며, 특검팀, 수사에, 구치소, 외환, 공개돼, 국군정보사령관, 업무상, 유출한.",선거관리위원회 공무원 규칙,자동 확정,0.7508,0.5017,0.4122,0.0,선거관리위원회 공무원 규칙,20250821,,"공수처, 정동훈, 다녀왔다, 노상원, 수사하, 수사해야, 유출됐다며, 특검팀, 수사에, 구치소, 외환, 공개돼, 국군정보사령관, 업무상, 유출한",
22,3,"핵심 키워드: 공수처, 정동훈, 다녀왔다, 노상원, 수사하, 수사해야, 유출됐다며, 특검팀, 수사에, 구치소, 외환, 공개돼, 국군정보사령관, 업무상, 유출한.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,휴먼 검토,0.7048,0.5759,0.3975,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"공수처, 정동훈, 다녀왔다, 노상원, 수사하, 수사해야, 유출됐다며, 특검팀, 수사에, 구치소, 외환, 공개돼, 국군정보사령관, 업무상, 유출한",
23,1,"핵심 키워드: 시공비, 오세요, 샤시도어2개, 물받, 아래, 열교환, 튼튼해진, 솔라가드, 양문1, 서까래받침대, 폴카, 환풍기, 5m, 옵션, 상담.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,자동 확정,0.7722,0.5444,0.3478,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"시공비, 오세요, 샤시도어2개, 물받, 아래, 열교환, 튼튼해진, 솔라가드, 양문1, 서까래받침대, 폴카, 환풍기, 5m, 옵션, 상담",
23,2,"핵심 키워드: 시공비, 오세요, 샤시도어2개, 물받, 아래, 열교환, 튼튼해진, 솔라가드, 양문1, 서까래받침대, 폴카, 환풍기, 5m, 옵션, 상담.",환경친화적 선박의 기준 및 인증에 관한 규칙,휴먼 검토,0.5662,0.476,0.3255,0.0,환경친화적 선박의 기준 및 인증에 관한 규칙,20250821,,"시공비, 오세요, 샤시도어2개, 물받, 아래, 열교환, 튼튼해진, 솔라가드, 양문1, 서까래받침대, 폴카, 환풍기, 5m, 옵션, 상담",
23,3,"핵심 키워드: 시공비, 오세요, 샤시도어2개, 물받, 아래, 열교환, 튼튼해진, 솔라가드, 양문1, 서까래받침대, 폴카, 환풍기, 5m, 옵션, 상담.",지방세특례제한법 시행령,보류,0.4846,0.4924,0.3139,0.0,지방세특례제한법 시행령,20250826,,"시공비, 오세요, 샤시도어2개, 물받, 아래, 열교환, 튼튼해진, 솔라가드, 양문1, 서까래받침대, 폴카, 환풍기, 5m, 옵션, 상담",
25,1,"핵심 키워드: 미이용, 급여대장, 공고기간, 보려면, 전자적, 보유기간, 신고했으며, 졸업자, 제공되오니, hr관리, db, 통합스포츠센터, 제21조, 파기, 노무법인인본.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,휴먼 검토,0.7457,0.4914,0.5414,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"미이용, 급여대장, 공고기간, 보려면, 전자적, 보유기간, 신고했으며, 졸업자, 제공되오니, hr관리, db, 통합스포츠센터, 제21조, 파기, 노무법인인본",
25,2,"핵심 키워드: 미이용, 급여대장, 공고기간, 보려면, 전자적, 보유기간, 신고했으며, 졸업자, 제공되오니, hr관리, db, 통합스포츠센터, 제21조, 파기, 노무법인인본.",인사혁신처와 그 소속기관 직제 시행규칙,보류,0.5276,0.7132,0.475,6.6501,인사혁신처와 그 소속기관 직제 시행규칙,20250918,,"미이용, 급여대장, 공고기간, 보려면, 전자적, 보유기간, 신고했으며, 졸업자, 제공되오니, hr관리, db, 통합스포츠센터, 제21조, 파기, 노무법인인본",
25,3,"핵심 키워드: 미이용, 급여대장, 공고기간, 보려면, 전자적, 보유기간, 신고했으며, 졸업자, 제공되오니, hr관리, db, 통합스포츠센터, 제21조, 파기, 노무법인인본.",선거관리위원회 공무원 규칙,보류,0.5028,0.4074,0.5008,0.0,선거관리위원회 공무원 규칙,20250821,,"미이용, 급여대장, 공고기간, 보려면, 전자적, 보유기간, 신고했으며, 졸업자, 제공되오니, hr관리, db, 통합스포츠센터, 제21조, 파기, 노무법인인본",
26,1,"핵심 키워드: 잠정, 챗봇, 틱톡, 마켓, 바이트댄스, 다운로드, 서비스에, 성능, 모회사, 중국, 출시, 질의서, 딥시크, 생성형, 보완.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,자동 확정,0.8015,0.6031,0.319,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"잠정, 챗봇, 틱톡, 마켓, 바이트댄스, 다운로드, 서비스에, 성능, 모회사, 중국, 출시, 질의서, 딥시크, 생성형, 보완",
26,2,"핵심 키워드: 잠정, 챗봇, 틱톡, 마켓, 바이트댄스, 다운로드, 서비스에, 성능, 모회사, 중국, 출시, 질의서, 딥시크, 생성형, 보완.",방송법,자동 확정,0.7545,0.6928,0.3058,0.0,방송법,20250826,,"잠정, 챗봇, 틱톡, 마켓, 바이트댄스, 다운로드, 서비스에, 성능, 모회사, 중국, 출시, 질의서, 딥시크, 생성형, 보완",
26,3,"핵심 키워드: 잠정, 챗봇, 틱톡, 마켓, 바이트댄스, 다운로드, 서비스에, 성능, 모회사, 중국, 출시, 질의서, 딥시크, 생성형, 보완.",지방자치법 제156조제1항 단서에 따른 전국적 통일이 필요한 수수료의 징수기준에 관한 규정,보류,0.3968,0.4995,0.2682,0.0,지방자치법 제156조제1항 단서에 따른 전국적 통일이 필요한 수수료의 징수기준에 관한 규정,20250826,,"잠정, 챗봇, 틱톡, 마켓, 바이트댄스, 다운로드, 서비스에, 성능, 모회사, 중국, 출시, 질의서, 딥시크, 생성형, 보완",
27,1,"핵심 키워드: 분야에, ai혁명, 데이터, 법제, 기술, 기업들, 47, 발전, 모델, 자원, 급속한, ai, 현실화, 원문, 지위.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,휴먼 검토,0.7442,0.4884,0.3237,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"분야에, ai혁명, 데이터, 법제, 기술, 기업들, 47, 발전, 모델, 자원, 급속한, ai, 현실화, 원문, 지위",
27,2,"핵심 키워드: 분야에, ai혁명, 데이터, 법제, 기술, 기업들, 47, 발전, 모델, 자원, 급속한, ai, 현실화, 원문, 지위.",부패방지 및 국민권익위원회의 설치와 운영에 관한 법률의 시행에 관한 중앙선거관리위원회 규칙,휴먼 검토,0.5514,0.2622,0.3123,0.0,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률의 시행에 관한 중앙선거관리위원회 규칙,20250821,,"분야에, ai혁명, 데이터, 법제, 기술, 기업들, 47, 발전, 모델, 자원, 급속한, ai, 현실화, 원문, 지위",
27,3,"핵심 키워드: 분야에, ai혁명, 데이터, 법제, 기술, 기업들, 47, 발전, 모델, 자원, 급속한, ai, 현실화, 원문, 지위.",지방세특례제한법 시행령,보류,0.5243,0.4251,0.2968,0.0,지방세특례제한법 시행령,20250826,,"분야에, ai혁명, 데이터, 법제, 기술, 기업들, 47, 발전, 모델, 자원, 급속한, ai, 현실화, 원문, 지위",
28,1,"핵심 키워드: 패스, 과정이었습니다, 되시겠다, 와인이다, 정답, 배운, 안전조치의무에, 끝입니다, 순찰에, 무더운, 중소기업청에서, 마중물, 자동차에, 못하지, 지하상.",전북특별자치도 설치 및 글로벌생명경제도시 조성을 위한 특별법 시행령,휴먼 검토,0.6878,0.3756,0.3158,0.0,전북특별자치도 설치 및 글로벌생명경제도시 조성을 위한 특별법 시행령,20250826,,"패스, 과정이었습니다, 되시겠다, 와인이다, 정답, 배운, 안전조치의무에, 끝입니다, 순찰에, 무더운, 중소기업청에서, 마중물, 자동차에, 못하지, 지하상",
28,2,"핵심 키워드: 패스, 과정이었습니다, 되시겠다, 와인이다, 정답, 배운, 안전조치의무에, 끝입니다, 순찰에, 무더운, 중소기업청에서, 마중물, 자동차에, 못하지, 지하상.",제대혈 관리 및 연구에 관한 법률 시행령,휴먼 검토,0.6718,0.4159,0.312,0.0,제대혈 관리 및 연구에 관한 법률 시행령,20250819,,"패스, 과정이었습니다, 되시겠다, 와인이다, 정답, 배운, 안전조치의무에, 끝입니다, 순찰에, 무더운, 중소기업청에서, 마중물, 자동차에, 못하지, 지하상",
28,3,"핵심 키워드: 패스, 과정이었습니다, 되시겠다, 와인이다, 정답, 배운, 안전조치의무에, 끝입니다, 순찰에, 무더운, 중소기업청에서, 마중물, 자동차에, 못하지, 지하상.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,휴먼 검토,0.5828,0.5727,0.2946,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"패스, 과정이었습니다, 되시겠다, 와인이다, 정답, 배운, 안전조치의무에, 끝입니다, 순찰에, 무더운, 중소기업청에서, 마중물, 자동차에, 못하지, 지하상",
29,1,"핵심 키워드: 전적, 13억6900만원, 판매자, 과징금, 중국계, 몰래, 배송, 처리위탁, 스타벅스, 부과받았습니다, 벧엘몬테소리, 테무에, 국외, 집중하겠다, 의결했다고.",식품 등의 표시ㆍ광고에 관한 법률 시행규칙,휴먼 검토,0.6107,0.2213,0.382,7.1017,식품 등의 표시ㆍ광고에 관한 법률 시행규칙,20250918,,"전적, 13억6900만원, 판매자, 과징금, 중국계, 몰래, 배송, 처리위탁, 스타벅스, 부과받았습니다, 벧엘몬테소리, 테무에, 국외, 집중하겠다, 의결했다고",
29,2,"핵심 키워드: 전적, 13억6900만원, 판매자, 과징금, 중국계, 몰래, 배송, 처리위탁, 스타벅스, 부과받았습니다, 벧엘몬테소리, 테무에, 국외, 집중하겠다, 의결했다고.",우편법 시행규칙,휴먼 검토,0.5977,0.4361,0.3731,0.0,우편법 시행규칙,20250818,,"전적, 13억6900만원, 판매자, 과징금, 중국계, 몰래, 배송, 처리위탁, 스타벅스, 부과받았습니다, 벧엘몬테소리, 테무에, 국외, 집중하겠다, 의결했다고",
29,3,"핵심 키워드: 전적, 13억6900만원, 판매자, 과징금, 중국계, 몰래, 배송, 처리위탁, 스타벅스, 부과받았습니다, 벧엘몬테소리, 테무에, 국외, 집중하겠다, 의결했다고.",제대혈 관리 및 연구에 관한 법률 시행령,휴먼 검토,0.5566,0.4269,0.3704,0.0,제대혈 관리 및 연구에 관한 법률 시행령,20250819,,"전적, 13억6900만원, 판매자, 과징금, 중국계, 몰래, 배송, 처리위탁, 스타벅스, 부과받았습니다, 벧엘몬테소리, 테무에, 국외, 집중하겠다, 의결했다고",
30,1,"핵심 키워드: 하던, 법인보험대리점, 분쟁조정, 사문서위조, 합의금, 재발방지, 노출됐다면, 세입자, 보호하세요, 포함된다, 몇몇, 아닌데, 사라졌어요, go, 위반입니다.",도로명주소법 시행령,휴먼 검토,0.7119,0.4237,0.3154,0.0,도로명주소법 시행령,20250826,,"하던, 법인보험대리점, 분쟁조정, 사문서위조, 합의금, 재발방지, 노출됐다면, 세입자, 보호하세요, 포함된다, 몇몇, 아닌데, 사라졌어요, go, 위반입니다",
30,2,"핵심 키워드: 하던, 법인보험대리점, 분쟁조정, 사문서위조, 합의금, 재발방지, 노출됐다면, 세입자, 보호하세요, 포함된다, 몇몇, 아닌데, 사라졌어요, go, 위반입니다.",우편법 시행규칙,보류,0.4651,0.3773,0.2926,0.0,우편법 시행규칙,20250818,,"하던, 법인보험대리점, 분쟁조정, 사문서위조, 합의금, 재발방지, 노출됐다면, 세입자, 보호하세요, 포함된다, 몇몇, 아닌데, 사라졌어요, go, 위반입니다",
30,3,"핵심 키워드: 하던, 법인보험대리점, 분쟁조정, 사문서위조, 합의금, 재발방지, 노출됐다면, 세입자, 보호하세요, 포함된다, 몇몇, 아닌데, 사라졌어요, go, 위반입니다.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,보류,0.351,0.5228,0.2735,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"하던, 법인보험대리점, 분쟁조정, 사문서위조, 합의금, 재발방지, 노출됐다면, 세입자, 보호하세요, 포함된다, 몇몇, 아닌데, 사라졌어요, go, 위반입니다",
31,1,"핵심 키워드: 학보사, 챙겨볼까요, 추첨, 제3회, 추가됐다, 싸이버거세트, 모의재판, 치열한, 만족, 설문에, 콜라1, 우열, 아메리카노, 25l, 메가커피.",전북특별자치도 설치 및 글로벌생명경제도시 조성을 위한 특별법 시행령,휴먼 검토,0.7004,0.4007,0.3868,0.0,전북특별자치도 설치 및 글로벌생명경제도시 조성을 위한 특별법 시행령,20250826,,"학보사, 챙겨볼까요, 추첨, 제3회, 추가됐다, 싸이버거세트, 모의재판, 치열한, 만족, 설문에, 콜라1, 우열, 아메리카노, 25l, 메가커피",
31,2,"핵심 키워드: 학보사, 챙겨볼까요, 추첨, 제3회, 추가됐다, 싸이버거세트, 모의재판, 치열한, 만족, 설문에, 콜라1, 우열, 아메리카노, 25l, 메가커피.",우편법 시행규칙,휴먼 검토,0.6001,0.3341,0.3805,0.0,우편법 시행규칙,20250818,,"학보사, 챙겨볼까요, 추첨, 제3회, 추가됐다, 싸이버거세트, 모의재판, 치열한, 만족, 설문에, 콜라1, 우열, 아메리카노, 25l, 메가커피",
31,3,"핵심 키워드: 학보사, 챙겨볼까요, 추첨, 제3회, 추가됐다, 싸이버거세트, 모의재판, 치열한, 만족, 설문에, 콜라1, 우열, 아메리카노, 25l, 메가커피.",고용노동부와 그 소속기관 직제 시행규칙,보류,0.4009,0.4752,0.355,0.0,고용노동부와 그 소속기관 직제 시행규칙,20250826,,"학보사, 챙겨볼까요, 추첨, 제3회, 추가됐다, 싸이버거세트, 모의재판, 치열한, 만족, 설문에, 콜라1, 우열, 아메리카노, 25l, 메가커피",
32,1,"핵심 키워드: 발제, 공개세미, 안전하고, 토론에서, 컨벤션홀, 계속됩니다, 사전등록, 표준, 저장되지, 보건의료, 국제, 언급된, ai정책, pipc, 개최됩니다.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,휴먼 검토,0.6716,0.3433,0.4088,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"발제, 공개세미, 안전하고, 토론에서, 컨벤션홀, 계속됩니다, 사전등록, 표준, 저장되지, 보건의료, 국제, 언급된, ai정책, pipc, 개최됩니다",
32,2,"핵심 키워드: 발제, 공개세미, 안전하고, 토론에서, 컨벤션홀, 계속됩니다, 사전등록, 표준, 저장되지, 보건의료, 국제, 언급된, ai정책, pipc, 개최됩니다.",환경친화적 선박의 기준 및 인증에 관한 규칙,보류,0.4575,0.5312,0.356,0.0,환경친화적 선박의 기준 및 인증에 관한 규칙,20250821,,"발제, 공개세미, 안전하고, 토론에서, 컨벤션홀, 계속됩니다, 사전등록, 표준, 저장되지, 보건의료, 국제, 언급된, ai정책, pipc, 개최됩니다",
32,3,"핵심 키워드: 발제, 공개세미, 안전하고, 토론에서, 컨벤션홀, 계속됩니다, 사전등록, 표준, 저장되지, 보건의료, 국제, 언급된, ai정책, pipc, 개최됩니다.",지방세특례제한법 시행령,보류,0.3223,0.2311,0.3585,0.0,지방세특례제한법 시행령,20250826,,"발제, 공개세미, 안전하고, 토론에서, 컨벤션홀, 계속됩니다, 사전등록, 표준, 저장되지, 보건의료, 국제, 언급된, ai정책, pipc, 개최됩니다",
33,1,"핵심 키워드: 속지, 법집행부서, 서민들, 가정사, 예외적, 방지하기, 통지하도록, 법만드, 왜곡입니다, 본래, 자극하, 건강기록, 제공했다면, 프라이드였다, 유포되.",우편법 시행규칙,휴먼 검토,0.607,0.2139,0.4178,0.0,우편법 시행규칙,20250818,,"속지, 법집행부서, 서민들, 가정사, 예외적, 방지하기, 통지하도록, 법만드, 왜곡입니다, 본래, 자극하, 건강기록, 제공했다면, 프라이드였다, 유포되",
33,2,"핵심 키워드: 속지, 법집행부서, 서민들, 가정사, 예외적, 방지하기, 통지하도록, 법만드, 왜곡입니다, 본래, 자극하, 건강기록, 제공했다면, 프라이드였다, 유포되.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,보류,0.4699,0.5591,0.3514,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"속지, 법집행부서, 서민들, 가정사, 예외적, 방지하기, 통지하도록, 법만드, 왜곡입니다, 본래, 자극하, 건강기록, 제공했다면, 프라이드였다, 유포되",
33,3,"핵심 키워드: 속지, 법집행부서, 서민들, 가정사, 예외적, 방지하기, 통지하도록, 법만드, 왜곡입니다, 본래, 자극하, 건강기록, 제공했다면, 프라이드였다, 유포되.",제대혈 관리 및 연구에 관한 법률 시행령,보류,0.3836,0.2305,0.3681,0.0,제대혈 관리 및 연구에 관한 법률 시행령,20250819,,"속지, 법집행부서, 서민들, 가정사, 예외적, 방지하기, 통지하도록, 법만드, 왜곡입니다, 본래, 자극하, 건강기록, 제공했다면, 프라이드였다, 유포되",
34,1,"핵심 키워드: 게시하거, 법적인, 대화, 물론이다, 심하면, 순서, 도와드리며, 28살에, 디지털참여, 남긴, 시인하려던, 기록해두면, 당사자인, 인정돼서, 쓰려면.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,자동 확정,0.753,0.506,0.3827,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"게시하거, 법적인, 대화, 물론이다, 심하면, 순서, 도와드리며, 28살에, 디지털참여, 남긴, 시인하려던, 기록해두면, 당사자인, 인정돼서, 쓰려면",
34,2,"핵심 키워드: 게시하거, 법적인, 대화, 물론이다, 심하면, 순서, 도와드리며, 28살에, 디지털참여, 남긴, 시인하려던, 기록해두면, 당사자인, 인정돼서, 쓰려면.",환경친화적 선박의 기준 및 인증에 관한 규칙,보류,0.4042,0.5182,0.2856,0.0,환경친화적 선박의 기준 및 인증에 관한 규칙,20250821,,"게시하거, 법적인, 대화, 물론이다, 심하면, 순서, 도와드리며, 28살에, 디지털참여, 남긴, 시인하려던, 기록해두면, 당사자인, 인정돼서, 쓰려면",
34,3,"핵심 키워드: 게시하거, 법적인, 대화, 물론이다, 심하면, 순서, 도와드리며, 28살에, 디지털참여, 남긴, 시인하려던, 기록해두면, 당사자인, 인정돼서, 쓰려면.",국립묘지의 설치 및 운영에 관한 법률 시행규칙,보류,0.2418,0.2253,0.2812,0.0,국립묘지의 설치 및 운영에 관한 법률 시행규칙,20250825,,"게시하거, 법적인, 대화, 물론이다, 심하면, 순서, 도와드리며, 28살에, 디지털참여, 남긴, 시인하려던, 기록해두면, 당사자인, 인정돼서, 쓰려면",
35,1,"핵심 키워드: 상에, 악의적, 무분별하게, 경고드립니다, 확산되고, 느끼고, 강경, 행위입니다, 대중, 제307조, 가벼, 여겨져서, 아티스트, 갤럭시코퍼레이션, 게시글.",환경보건법 시행령,휴먼 검토,0.6411,0.2822,0.4126,0.0,환경보건법 시행령,20250826,,"상에, 악의적, 무분별하게, 경고드립니다, 확산되고, 느끼고, 강경, 행위입니다, 대중, 제307조, 가벼, 여겨져서, 아티스트, 갤럭시코퍼레이션, 게시글",
35,2,"핵심 키워드: 상에, 악의적, 무분별하게, 경고드립니다, 확산되고, 느끼고, 강경, 행위입니다, 대중, 제307조, 가벼, 여겨져서, 아티스트, 갤럭시코퍼레이션, 게시글.",환경영향평가법 시행령,휴먼 검토,0.5909,0.5475,0.4005,4.5914,환경영향평가법 시행령,20250923,,"상에, 악의적, 무분별하게, 경고드립니다, 확산되고, 느끼고, 강경, 행위입니다, 대중, 제307조, 가벼, 여겨져서, 아티스트, 갤럭시코퍼레이션, 게시글",
35,3,"핵심 키워드: 상에, 악의적, 무분별하게, 경고드립니다, 확산되고, 느끼고, 강경, 행위입니다, 대중, 제307조, 가벼, 여겨져서, 아티스트, 갤럭시코퍼레이션, 게시글.",제대혈 관리 및 연구에 관한 법률 시행령,휴먼 검토,0.5534,0.311,0.4058,0.0,제대혈 관리 및 연구에 관한 법률 시행령,20250819,,"상에, 악의적, 무분별하게, 경고드립니다, 확산되고, 느끼고, 강경, 행위입니다, 대중, 제307조, 가벼, 여겨져서, 아티스트, 갤럭시코퍼레이션, 게시글",
36,1,"핵심 키워드: 외도, 용인이혼, 받아내야겠다, 재판상, 직계존속, 치유하, 마땅한, 열어보거, 날로, 의뢰하, 나타난, 억하심정, 청구권, 응징, 사항이라서.",우편법 시행규칙,휴먼 검토,0.6806,0.3612,0.3428,0.0,우편법 시행규칙,20250818,,"외도, 용인이혼, 받아내야겠다, 재판상, 직계존속, 치유하, 마땅한, 열어보거, 날로, 의뢰하, 나타난, 억하심정, 청구권, 응징, 사항이라서",
36,2,"핵심 키워드: 외도, 용인이혼, 받아내야겠다, 재판상, 직계존속, 치유하, 마땅한, 열어보거, 날로, 의뢰하, 나타난, 억하심정, 청구권, 응징, 사항이라서.",온천법 시행령,휴먼 검토,0.6107,0.2218,0.3428,0.0,온천법 시행령,20250826,,"외도, 용인이혼, 받아내야겠다, 재판상, 직계존속, 치유하, 마땅한, 열어보거, 날로, 의뢰하, 나타난, 억하심정, 청구권, 응징, 사항이라서",
36,3,"핵심 키워드: 외도, 용인이혼, 받아내야겠다, 재판상, 직계존속, 치유하, 마땅한, 열어보거, 날로, 의뢰하, 나타난, 억하심정, 청구권, 응징, 사항이라서.",헌법재판소 공무원 규칙,휴먼 검토,0.5899,0.4054,0.3299,0.0,헌법재판소 공무원 규칙,20250821,,"외도, 용인이혼, 받아내야겠다, 재판상, 직계존속, 치유하, 마땅한, 열어보거, 날로, 의뢰하, 나타난, 억하심정, 청구권, 응징, 사항이라서",
37,1,"핵심 키워드: 실존, 형사19단독, 왜곡하고, 면죄부, 추적해, 급기야, vip, 인물인지, 신고한, 성접대, 경로로, 확대하, 프로필에, 악질적인, 작성하고.",전북특별자치도 설치 및 글로벌생명경제도시 조성을 위한 특별법 시행령,휴먼 검토,0.7411,0.4823,0.3254,0.0,전북특별자치도 설치 및 글로벌생명경제도시 조성을 위한 특별법 시행령,20250826,,"실존, 형사19단독, 왜곡하고, 면죄부, 추적해, 급기야, vip, 인물인지, 신고한, 성접대, 경로로, 확대하, 프로필에, 악질적인, 작성하고",
37,2,"핵심 키워드: 실존, 형사19단독, 왜곡하고, 면죄부, 추적해, 급기야, vip, 인물인지, 신고한, 성접대, 경로로, 확대하, 프로필에, 악질적인, 작성하고.",공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,휴먼 검토,0.643,0.6502,0.312,0.0,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20250819,,"실존, 형사19단독, 왜곡하고, 면죄부, 추적해, 급기야, vip, 인물인지, 신고한, 성접대, 경로로, 확대하, 프로필에, 악질적인, 작성하고",
37,3,"핵심 키워드: 실존, 형사19단독, 왜곡하고, 면죄부, 추적해, 급기야, vip, 인물인지, 신고한, 성접대, 경로로, 확대하, 프로필에, 악질적인, 작성하고.",선거관리위원회 공무원 규칙,보류,0.5307,0.4485,0.3112,0.0,선거관리위원회 공무원 규칙,20250821,,"실존, 형사19단독, 왜곡하고, 면죄부, 추적해, 급기야, vip, 인물인지, 신고한, 성접대, 경로로, 확대하, 프로필에, 악질적인, 작성하고",
38,1,"핵심 키워드: 스팩트럼, 최영호본부장입니다, 30개보험회사, 한아름본부에서, 감솨합니디, 회식비, 신입, phone, 부분지원, 한번에, 주부, 148본부만, 많은건, 배귀현, 프라임에셋.",통일부와 그 소속기관 직제 시행규칙,휴먼 검토,0.74,0.48,0.2904,0.0,통일부와 그 소속기관 직제 시행규칙,20250821,,"스팩트럼, 최영호본부장입니다, 30개보험회사, 한아름본부에서, 감솨합니디, 회식비, 신입, phone, 부분지원, 한번에, 주부, 148본부만, 많은건, 배귀현, 프라임에셋",
38,2,"핵심 키워드: 스팩트럼, 최영호본부장입니다, 30개보험회사, 한아름본부에서, 감솨합니디, 회식비, 신입, phone, 부분지원, 한번에, 주부, 148본부만, 많은건, 배귀현, 프라임에셋.",환경친화적 선박의 기준 및 인증에 관한 규칙,휴먼 검토,0.6395,0.4953,0.2801,0.0,환경친화적 선박의 기준 및 인증에 관한 규칙,20250821,,"스팩트럼, 최영호본부장입니다, 30개보험회사, 한아름본부에서, 감솨합니디, 회식비, 신입, phone, 부분지원, 한번에, 주부, 148본부만, 많은건, 배귀현, 프라임에셋",
38,3,"핵심 키워드: 스팩트럼, 최영호본부장입니다, 30개보험회사, 한아름본부에서, 감솨합니디, 회식비, 신입, phone, 부분지원, 한번에, 주부, 148본부만, 많은건, 배귀현, 프라임에셋.",우편법 시행규칙,휴먼 검토,0.6047,0.4034,0.2811,0.0,우편법 시행규칙,20250818,,"스팩트럼, 최영호본부장입니다, 30개보험회사, 한아름본부에서, 감솨합니디, 회식비, 신입, phone, 부분지원, 한번에, 주부, 148본부만, 많은건, 배귀현, 프라임에셋",
39,1,"핵심 키워드: 한화, lg유플러스, 조선팰리스, 재계, 국유화, 본부장, 원전, 롯데, 2036년, 강동구, cj, 체코, 단일화, 경력단절여성, 팻말.",지방세특례제한법 시행령,휴먼 검토,0.7132,0.4263,0.3893,0.0,지방세특례제한법 시행령,20250826,,"한화, lg유플러스, 조선팰리스, 재계, 국유화, 본부장, 원전, 롯데, 2036년, 강동구, cj, 체코, 단일화, 경력단절여성, 팻말",
39,2,"핵심 키워드: 한화, lg유플러스, 조선팰리스, 재계, 국유화, 본부장, 원전, 롯데, 2036년, 강동구, cj, 체코, 단일화, 경력단절여성, 팻말.",고용노동부와 그 소속기관 직제,휴먼 검토,0.6966,0.4102,0.388,0.0,고용노동부와 그 소속기관 직제,20250826,,"한화, lg유플러스, 조선팰리스, 재계, 국유화, 본부장, 원전, 롯데, 2036년, 강동구, cj, 체코, 단일화, 경력단절여성, 팻말",
39,3,"핵심 키워드: 한화, lg유플러스, 조선팰리스, 재계, 국유화, 본부장, 원전, 롯데, 2036년, 강동구, cj, 체코, 단일화, 경력단절여성, 팻말.",고용노동부와 그 소속기관 직제 시행규칙,보류,0.5272,0.4052,0.3634,0.0,고용노동부와 그 소속기관 직제 시행규칙,20250826,,"한화, lg유플러스, 조선팰리스, 재계, 국유화, 본부장, 원전, 롯데, 2036년, 강동구, cj, 체코, 단일화, 경력단절여성, 팻말",
